Complaint_ID,Complaint_Text,Category,Severity,Date,Status
CF-168539,"bill correction, in neighborhood",Electricity,Low,2024-09-12 17:43:59,Resolved
CF-168540,"bill correction, in neighborhood",Electricity,Low,2024-04-03 19:10:24,Closed
CF-168541,"bin replacement, in residential area",Waste-Water/Sewage,Low,2025-03-27 03:29:08,Closed
CF-168542,"health hazard, in our locality",Water Supply,High,2024-09-10 14:11:09,In Progress
CF-168543,"water bill, near park",Water Supply,Low,2025-12-28 07:55:20,Closed
CF-168544,"power failure affecting, in old city",Electricity,High,2025-04-13 07:47:31,Pending
CF-168545,"connection shift, near hospital",Electricity,Low,2025-08-10 18:27:14,Pending
CF-168546,"complete failure, in our locality, urgent attention required",Electricity,High,2025-09-30 17:25:47,Pending
CF-168547,"voltage fluctuation, in apartment complex, urgent attention required",Electricity,High,2025-06-16 11:21:50,Pending
CF-168548,"meter reading, in our locality",Water Supply,Low,2024-03-18 07:16:43,Pending
CF-168549,"electrical fire, near railway station",Electricity,High,2024-07-21 11:00:27,Pending
CF-168550,"continuous outages, near temple, urgent attention required",Electricity,High,2024-04-08 07:04:01,Resolved
CF-168551,"voltage problem, in industrial zone",Electricity,Low,2024-09-14 04:51:47,Pending
CF-168552,"load enhancement, near bus stand",Electricity,Low,2025-09-10 04:54:47,Pending
CF-168553," contaminated supply, near railway station, urgent attention required",Water Supply,High,2025-07-22 04:10:22,Pending
CF-168554,"drainage cleaning, in residential area",Waste-Water/Sewage,Low,2024-10-28 18:35:20,Resolved
CF-168555,"pressure low, in residential area",Water Supply,Low,2025-11-20 05:51:23,Resolved
CF-168556,"bin replacement, in colony",Waste-Water/Sewage,Low,2025-02-08 00:55:53,Pending
CF-168557,"meter installation, in neighborhood",Water Supply,Low,2024-11-03 10:37:02,Resolved
CF-168558,"name change, in neighborhood",Water Supply,Low,2024-12-09 22:54:43,Closed
CF-168559,"overflowing drain, in residential area",Waste-Water/Sewage,High,2024-07-09 20:26:08,In Progress
CF-168560,"cleaning schedule, near railway station",Waste-Water/Sewage,Low,2024-02-11 02:12:39,Resolved
CF-168561,"payment issue, in commercial area",Electricity,Low,2024-05-18 12:50:49,Pending
CF-168562,"voltage fluctuation, near hospital",Electricity,High,2025-08-15 22:32:50,Resolved
CF-168563,"pipeline repair, in market area",Water Supply,Low,2025-04-25 19:56:49,Closed
CF-168564,"sewage backup, in gated community, urgent attention required",Waste-Water/Sewage,High,2025-08-23 02:12:56,In Progress
CF-168565,"tariff inquiry, in commercial area",Water Supply,Low,2025-09-13 06:09:55,Pending
CF-168566,"choked drain, near temple",Waste-Water/Sewage,High,2025-11-06 16:13:34,Resolved
CF-168567,"name change, near railway station",Water Supply,Low,2025-09-10 19:24:17,Resolved
CF-168568,"continuous outages, near bus stand",Electricity,High,2025-02-21 01:40:45,Resolved
CF-168569,"waste segregation, in our locality",Waste-Water/Sewage,Low,2025-01-30 13:41:02,Closed
CF-168570,"connection transfer, near hospital",Water Supply,Low,2024-06-18 01:29:32,Resolved
CF-168571,"name change, in commercial area",Water Supply,Low,2025-02-15 21:44:27,Pending
CF-168572,"connection transfer, in market area",Water Supply,Low,2025-05-07 12:12:49,Pending
CF-168573,"mosquito breeding, near hospital",Waste-Water/Sewage,High,2025-08-13 22:27:23,Resolved
CF-168574,"inverter installation, in industrial zone",Electricity,Low,2025-10-07 21:51:26,Pending
CF-168575,"main leak, in residential area, urgent attention required",Water Supply,High,2024-04-04 17:03:49,Pending
CF-168576,"meter reading, near bus stand",Electricity,Low,2025-01-21 00:11:02,Resolved
CF-168577,"power backup, in colony",Electricity,Low,2024-12-25 10:27:46,Closed
CF-168578,"drainage blocked, in old city, urgent attention required",Waste-Water/Sewage,High,2024-07-17 21:38:22,In Progress
CF-168579,"flooding, near railway station",Water Supply,High,2024-10-02 04:36:50,In Progress
CF-168580,"leaking main, in our locality",Water Supply,High,2024-09-08 10:29:14,In Progress
CF-168581,"new connection, in colony",Electricity,Low,2024-09-15 09:27:30,Pending
CF-168582,"garbage heap, near bus stand",Waste-Water/Sewage,High,2024-03-14 08:49:56,Pending
CF-168583,"drainage cleaning, near railway station",Waste-Water/Sewage,Low,2024-02-05 23:10:57,Closed
CF-168584,"choked drain, in residential area, urgent attention required",Waste-Water/Sewage,High,2025-02-12 01:14:26,Pending
CF-168585,"water shortage, in market area",Water Supply,High,2025-09-24 09:06:43,Pending
CF-168586,"power surge, in market area, urgent attention required",Electricity,High,2024-12-13 12:18:05,In Progress
CF-168587,"generator needed, in our locality",Electricity,Low,2025-07-30 10:43:07,Closed
CF-168588,"duplicate bill, near railway station",Electricity,Low,2024-11-14 17:53:26,Closed
CF-168589,"connection shift, in old city",Electricity,Low,2025-10-18 18:49:13,Closed
CF-168590,"complete darkness, near school, urgent attention required",Electricity,High,2024-04-05 23:38:43,Resolved
CF-168591,"bad smell, in neighborhood",Waste-Water/Sewage,High,2024-04-10 17:39:39,In Progress
CF-168592,"connection transfer, near hospital",Water Supply,Low,2025-10-17 03:44:57,Resolved
CF-168593,"duplicate bill, in market area",Electricity,Low,2024-08-01 19:12:32,Closed
CF-168594,"billing query, in residential area",Electricity,Low,2025-07-10 08:08:00,Resolved
CF-168595,"short circuit, near bus stand",Electricity,High,2025-08-07 07:48:50,Resolved
CF-168596,"complete failure, in market area",Electricity,High,2025-07-04 18:26:39,In Progress
CF-168597,"garbage piling, near temple, urgent attention required",Waste-Water/Sewage,High,2025-04-19 08:39:48,Resolved
CF-168598,"bin repair, in gated community",Waste-Water/Sewage,Low,2025-10-31 00:06:52,Closed
CF-168599,"bin repair, in neighborhood",Waste-Water/Sewage,Low,2024-09-03 04:21:22,Resolved
CF-168600,"pressure issue, in neighborhood",Water Supply,Low,2024-11-11 18:51:54,Resolved
CF-168601,"garbage collection, in residential area",Waste-Water/Sewage,Low,2025-05-01 02:43:15,Closed
CF-168602,"new connection, near park",Water Supply,Low,2024-07-23 05:38:49,Resolved
CF-168603,"awareness needed, near bus stand",Waste-Water/Sewage,Low,2025-02-26 09:25:20,Closed
CF-168604,"power line touching tree, in our locality",Electricity,High,2024-09-16 08:54:11,Pending
CF-168605,"collection missed, near temple",Waste-Water/Sewage,Low,2024-10-27 17:08:36,Pending
CF-168606,"generator needed, in gated community",Electricity,Low,2024-01-04 01:51:07,Pending
CF-168607,"pressure issue, near park",Water Supply,Low,2025-03-14 05:59:23,Closed
CF-168608,"wire Fallen, near hospital",Electricity,High,2025-01-28 13:01:22,Pending
CF-168609,"drainage cleaning, in gated community",Waste-Water/Sewage,Low,2024-02-29 03:08:53,Closed
CF-168610,"waste segregation, in old city",Waste-Water/Sewage,Low,2024-11-06 22:13:16,Pending
CF-168611,"bad smell, near bus stand, urgent attention required",Waste-Water/Sewage,High,2025-07-25 12:24:25,In Progress
CF-168612,"bill dispute, in slum area",Electricity,Low,2025-02-03 23:23:49,Pending
CF-168613,"drain cleaning, near railway station",Waste-Water/Sewage,Low,2024-07-10 16:05:45,Pending
CF-168614,"drain cleaning, near hospital",Waste-Water/Sewage,Low,2024-10-09 17:38:30,Closed
CF-168615,"bad smell, in commercial area",Waste-Water/Sewage,High,2025-10-12 01:19:05,Resolved
CF-168616,"electric shock, in residential area",Electricity,High,2024-12-22 14:31:32,Resolved
CF-168617,"danger to life, near school, urgent attention required",Electricity,High,2024-04-22 16:22:40,In Progress
CF-168618,"leakage minor, in neighborhood",Water Supply,Low,2024-06-22 18:21:07,Resolved
CF-168619,"bill correction, in industrial zone",Electricity,Low,2024-04-01 19:09:42,Closed
CF-168620,"tariff inquiry, in apartment complex",Electricity,Low,2025-04-22 23:10:50,Closed
CF-168621,"tanker needed, near bus stand",Water Supply,High,2025-12-29 23:15:46,In Progress
CF-168622,"main leak, near railway station",Water Supply,High,2024-01-26 15:46:50,Pending
CF-168623,"main leak, in colony",Water Supply,High,2025-12-17 05:47:40,Pending
CF-168624," contaminated supply, in market area",Water Supply,High,2025-08-29 06:54:44,Pending
CF-168625,"severe shortage, near park",Water Supply,High,2025-08-05 23:08:24,Resolved
CF-168626,"inverter installation, in industrial zone",Electricity,Low,2025-03-25 07:30:59,Resolved
CF-168627,"overflowing gutter, in our locality",Waste-Water/Sewage,High,2024-10-11 16:06:39,In Progress
CF-168628,"drainage cleaning, in neighborhood",Waste-Water/Sewage,Low,2025-02-08 21:33:20,Closed
CF-168629,"supply timing, near park",Water Supply,Low,2025-07-04 04:23:05,Resolved
CF-168630,"leakage minor, near park",Water Supply,Low,2025-03-10 15:58:29,Closed
CF-168631,"collection missed, in gated community",Waste-Water/Sewage,Low,2024-04-17 22:52:20,Resolved
CF-168632,"mosquito breeding, near park, urgent attention required",Waste-Water/Sewage,High,2025-03-17 08:55:57,Pending
CF-168633,"short circuit, in neighborhood",Electricity,High,2025-07-30 06:43:35,Pending
CF-168634,"overflowing drain, in old city",Waste-Water/Sewage,High,2025-10-22 21:56:14,In Progress
CF-168635,"new connection, in neighborhood",Water Supply,Low,2025-06-04 10:49:34,Pending
CF-168636,"electric shock, near park",Electricity,High,2024-11-11 03:36:31,Resolved
CF-168637,"drain cleaning, in our locality",Waste-Water/Sewage,Low,2025-07-01 12:07:34,Resolved
CF-168638,"more bins, in industrial zone",Waste-Water/Sewage,Low,2025-10-25 13:07:29,Pending
CF-168639,"bin location, in apartment complex",Waste-Water/Sewage,Low,2024-12-02 20:28:02,Resolved
CF-168640,"power backup, in neighborhood",Electricity,Low,2025-10-28 13:16:07,Closed
CF-168641,"load enhancement, in residential area",Electricity,Low,2024-03-23 07:21:49,Resolved
CF-168642,"complete darkness, near park",Electricity,High,2024-09-10 03:44:18,Pending
CF-168643,"solar setup, in market area",Electricity,Low,2025-02-18 22:01:38,Closed
CF-168644,"no water supply, in apartment complex",Water Supply,High,2024-05-15 00:23:14,Pending
CF-168645,"bad smell, in residential area, urgent attention required",Waste-Water/Sewage,High,2025-11-27 23:05:37,Pending
CF-168646,"name change, near bus stand",Water Supply,Low,2025-08-20 16:24:04,Pending
CF-168647,"meter reading, in slum area",Water Supply,Low,2024-01-05 14:29:40,Resolved
CF-168648,"bad smell, in neighborhood, urgent attention required",Waste-Water/Sewage,High,2025-04-14 15:08:10,Resolved
CF-168649,"transformer burnt, near hospital",Electricity,High,2025-03-01 23:51:52,Pending
CF-168650,"drainage cleaning, in our locality",Waste-Water/Sewage,Low,2024-12-30 12:50:02,Resolved
CF-168651,"drainage cleaning, in market area",Waste-Water/Sewage,Low,2025-08-02 13:48:44,Pending
CF-168652,"sewage leak, in commercial area",Waste-Water/Sewage,High,2024-12-07 09:02:11,In Progress
CF-168653,"hospital water, near bus stand",Water Supply,High,2025-08-28 16:31:26,In Progress
CF-168654,"dangerous pole, near bus stand, urgent attention required",Electricity,High,2025-07-03 02:49:22,Resolved
CF-168655,"tariff inquiry, in our locality",Electricity,Low,2024-01-28 04:33:56,Resolved
CF-168656,"solar setup, in commercial area",Electricity,Low,2025-10-30 20:46:00,Resolved
CF-168657,"flickering lights, near park",Electricity,Low,2025-03-27 06:10:09,Pending
CF-168658,"medical issue, in gated community",Water Supply,High,2025-10-14 10:57:20,Pending
CF-168659,"disease causing, in residential area, urgent attention required",Water Supply,High,2024-09-17 18:42:22,In Progress
CF-168660,"bin replacement, in commercial area",Waste-Water/Sewage,Low,2024-02-15 16:08:21,Pending
CF-168661,"tanker request, in old city",Water Supply,Low,2025-11-25 23:50:34,Closed
CF-168662,"flickering lights, in industrial zone",Electricity,Low,2025-07-27 10:02:50,Closed
CF-168663,"brown water, in neighborhood, urgent attention required",Water Supply,High,2024-04-13 08:21:44,Pending
CF-168664,"choked drain, near temple",Waste-Water/Sewage,High,2024-12-26 02:33:36,In Progress
CF-168665,"drainage blocked, in neighborhood, urgent attention required",Waste-Water/Sewage,High,2025-06-26 14:37:15,Resolved
CF-168666,"inverter installation, in apartment complex",Electricity,Low,2024-09-18 13:22:59,Pending
CF-168667,"tanker needed, near railway station",Water Supply,High,2025-11-28 02:00:02,In Progress
CF-168668,"inverter installation, in neighborhood",Electricity,Low,2025-05-14 20:11:46,Closed
CF-168669,"mosquito breeding, near bus stand, urgent attention required",Waste-Water/Sewage,High,2025-02-02 22:30:44,In Progress
CF-168670,"water crisis, near bus stand",Water Supply,High,2024-07-23 17:25:48,In Progress
CF-168671,"tariff inquiry, near school",Water Supply,Low,2024-05-23 17:08:33,Pending
CF-168672,"water bill, in apartment complex",Water Supply,Low,2025-01-07 22:37:29,Closed
CF-168673,"sewage backup, in residential area",Waste-Water/Sewage,High,2024-07-19 23:28:40,In Progress
CF-168674,"meter reading, in gated community",Water Supply,Low,2024-07-14 23:34:46,Closed
CF-168675,"flooding, near railway station",Water Supply,High,2025-10-22 14:52:03,Pending
CF-168676,"tariff inquiry, near park",Electricity,Low,2024-03-08 07:43:39,Closed
CF-168677,"no water days, near railway station",Water Supply,High,2024-01-16 17:33:40,Pending
CF-168678,"no electricity, in commercial area, urgent attention required",Electricity,High,2025-07-14 07:43:18,Resolved
CF-168679,"complete darkness, near railway station, urgent attention required",Electricity,High,2024-07-11 05:40:58,In Progress
CF-168680,"inverter installation, in old city",Electricity,Low,2024-11-06 08:40:39,Pending
CF-168681,"new connection, in our locality",Water Supply,Low,2024-04-16 22:00:46,Resolved
CF-168682,"overflowing drain, in neighborhood",Waste-Water/Sewage,High,2024-10-13 19:01:02,Pending
CF-168683,"billing query, in neighborhood",Electricity,Low,2024-05-15 16:25:12,Resolved
CF-168684,"cleaning schedule, near park",Waste-Water/Sewage,Low,2025-01-11 14:31:39,Closed
CF-168685,"emergency supply, in colony",Water Supply,High,2024-02-23 14:31:26,Resolved
CF-168686,"new connection, in market area",Water Supply,Low,2025-09-29 20:00:37,Closed
CF-168687,"pressure issue, near temple",Water Supply,Low,2024-07-19 07:56:24,Closed
CF-168688,"pressure low, near railway station",Water Supply,Low,2024-11-30 16:56:00,Closed
CF-168689,"connection transfer, in neighborhood",Water Supply,Low,2024-10-29 20:33:29,Resolved
CF-168690,"bin repair, in our locality",Waste-Water/Sewage,Low,2024-04-01 00:23:25,Resolved
CF-168691,"leakage minor, in commercial area",Water Supply,Low,2025-04-23 18:06:19,Pending
CF-168692,"sewage stagnating, near hospital, urgent attention required",Waste-Water/Sewage,High,2024-07-26 02:21:47,Resolved
CF-168693,"overflowing drain, in gated community",Waste-Water/Sewage,High,2025-07-19 13:49:13,In Progress
CF-168694,"power cut emergency, in residential area, urgent attention required",Electricity,High,2025-07-06 12:05:24,Resolved
CF-168695,"recycling bin, near hospital",Waste-Water/Sewage,Low,2025-06-25 09:42:20,Resolved
CF-168696,"leaking main, in our locality",Water Supply,High,2025-03-09 15:55:18,In Progress
CF-168697,"load enhancement, in slum area",Electricity,Low,2025-04-17 09:38:25,Pending
CF-168698,"collection missed, in market area",Waste-Water/Sewage,Low,2024-01-29 19:45:16,Pending
CF-168699,"drainage blocked, near railway station",Waste-Water/Sewage,High,2025-01-06 11:09:03,Pending
CF-168700,"short circuit, in market area",Electricity,High,2024-03-22 23:42:25,Pending
CF-168701,"supply timing, near school",Water Supply,Low,2024-06-11 05:00:48,Closed
CF-168702,"meter installation, in our locality",Water Supply,Low,2024-11-11 04:13:16,Pending
CF-168703,"more bins, near park",Waste-Water/Sewage,Low,2025-08-16 12:06:48,Pending
CF-168704,"power cut emergency, in apartment complex",Electricity,High,2024-01-25 11:35:03,Pending
CF-168705,"bin repair, in colony",Waste-Water/Sewage,Low,2025-03-26 05:37:16,Resolved
CF-168706,"contaminated water, in market area",Water Supply,High,2025-06-14 06:12:32,Pending
CF-168707,"short circuit, in apartment complex",Electricity,High,2024-12-15 22:10:01,Pending
CF-168708,"power failure affecting, near temple",Electricity,High,2025-11-24 22:32:18,In Progress
CF-168709,"drinking water unsafe, near school",Water Supply,High,2024-04-07 13:43:42,Resolved
CF-168710,"meter installation, in residential area",Water Supply,Low,2025-02-21 21:37:18,Resolved
CF-168711,"manhole overflow, near hospital",Waste-Water/Sewage,High,2025-11-06 21:17:13,Resolved
CF-168712,"waste segregation, in industrial zone",Waste-Water/Sewage,Low,2024-05-19 16:14:37,Closed
CF-168713,"sewage backup, in neighborhood, urgent attention required",Waste-Water/Sewage,High,2024-03-15 17:11:44,Pending
CF-168714,"billing query, near temple",Electricity,Low,2024-08-21 10:32:39,Closed
CF-168715,"dangerous pole, in our locality",Electricity,High,2024-06-10 23:17:19,In Progress
CF-168716,"disease causing, in residential area, urgent attention required",Water Supply,High,2025-07-16 06:42:07,Pending
CF-168717,"pipeline broken, in our locality",Water Supply,High,2025-12-13 00:50:48,In Progress
CF-168718,"drainage cleaning, near temple",Waste-Water/Sewage,Low,2024-10-17 21:25:44,Pending
CF-168719,"brown water, in colony",Water Supply,High,2024-08-19 16:39:50,In Progress
CF-168720,"power fluctuation, in apartment complex",Electricity,Low,2024-12-02 08:03:22,Closed
CF-168721,"billing query, in our locality",Electricity,Low,2024-08-08 07:50:56,Resolved
CF-168722,"bin repair, in industrial zone",Waste-Water/Sewage,Low,2024-01-18 19:47:02,Resolved
CF-168723,"supply timing, in market area",Water Supply,Low,2024-12-08 12:47:17,Resolved
CF-168724,"electric shock, in apartment complex",Electricity,High,2025-11-20 08:26:00,Resolved
CF-168725,"power backup, in slum area",Electricity,Low,2025-05-03 18:21:45,Closed
CF-168726,"wire Fallen, near bus stand",Electricity,High,2024-06-23 23:51:29,In Progress
CF-168727,"waste segregation, in colony",Waste-Water/Sewage,Low,2024-10-08 03:11:43,Pending
CF-168728,"bill dispute, near bus stand",Electricity,Low,2024-12-29 06:07:24,Closed
CF-168729,"pipeline broken, in market area",Water Supply,High,2024-09-29 07:40:03,In Progress
CF-168730,"leakage minor, in residential area",Water Supply,Low,2024-03-24 07:45:24,Resolved
CF-168731,"voltage problem, in market area",Electricity,Low,2024-04-19 06:44:46,Pending
CF-168732,"leaking main, in slum area, urgent attention required",Water Supply,High,2024-10-03 16:34:42,In Progress
CF-168733,"manhole overflow, near hospital",Waste-Water/Sewage,High,2024-09-16 16:22:59,Resolved
CF-168734,"dangerous transformer, near school",Electricity,High,2024-06-27 08:23:04,Resolved
CF-168735,"meter installation, near park",Water Supply,Low,2025-05-13 06:57:46,Closed
CF-168736,"meter reading, in old city",Water Supply,Low,2025-08-28 06:00:55,Closed
CF-168737,"water crisis, near school",Water Supply,High,2025-01-25 19:06:22,Pending
CF-168738,"sewage overflow, near railway station",Waste-Water/Sewage,High,2024-07-05 05:21:43,In Progress
CF-168739,"tanker request, near bus stand",Water Supply,Low,2024-01-10 17:11:12,Closed
CF-168740,"more bins, near temple",Waste-Water/Sewage,Low,2025-06-28 16:05:58,Pending
CF-168741,"power fluctuation, in market area",Electricity,Low,2025-09-05 03:30:13,Closed
CF-168742,"new connection, near temple",Electricity,Low,2024-06-05 20:19:30,Closed
CF-168743,"dirty water, in industrial zone",Water Supply,High,2025-10-30 12:27:56,In Progress
CF-168744,"no water pump, in apartment complex",Water Supply,High,2025-12-19 02:18:49,Resolved
CF-168745,"bin replacement, in old city",Waste-Water/Sewage,Low,2025-10-16 01:59:35,Resolved
CF-168746,"smelly water, in gated community",Water Supply,High,2024-10-29 16:35:31,In Progress
CF-168747,"pipeline broken, in residential area",Water Supply,High,2024-06-04 13:31:44,Pending
CF-168748,"bill correction, near park",Electricity,Low,2024-11-15 07:29:47,Resolved
CF-168749,"duplicate bill, in old city",Electricity,Low,2025-01-10 15:27:02,Resolved
CF-168750," contaminated supply, in neighborhood",Water Supply,High,2024-05-30 13:59:44,Resolved
CF-168751,"quality test, in our locality",Water Supply,Low,2025-02-22 16:33:13,Pending
CF-168752,"smelly water, near hospital, urgent attention required",Water Supply,High,2025-12-30 15:36:30,Pending
CF-168753,"street cleaning, in colony",Waste-Water/Sewage,Low,2025-03-01 18:57:51,Resolved
CF-168754,"meter reading, in neighborhood",Water Supply,Low,2025-10-22 04:15:21,Closed
CF-168755,"no electricity, near bus stand, urgent attention required",Electricity,High,2025-06-22 08:40:17,Pending
CF-168756,"tariff inquiry, in gated community",Electricity,Low,2024-06-28 13:36:46,Pending
CF-168757,"power surge, near hospital",Electricity,High,2024-06-14 13:23:57,In Progress
CF-168758,"garbage collection, in residential area",Waste-Water/Sewage,Low,2024-05-27 14:14:39,Pending
CF-168759,"drainage blocked, in apartment complex",Waste-Water/Sewage,High,2024-03-28 08:37:48,In Progress
CF-168760,"repeated power cuts, in gated community, urgent attention required",Electricity,High,2025-10-25 00:47:55,Resolved
CF-168761,"short circuit, in slum area, urgent attention required",Electricity,High,2024-09-11 03:22:31,In Progress
CF-168762,"bill correction, in apartment complex",Electricity,Low,2025-09-27 17:29:15,Resolved
CF-168763,"disease causing, in commercial area",Water Supply,High,2024-10-13 23:12:03,In Progress
CF-168764,"manhole overflow, near temple",Waste-Water/Sewage,High,2024-10-02 18:17:46,In Progress
CF-168765,"power surge, in gated community, urgent attention required",Electricity,High,2024-07-05 16:18:55,Pending
CF-168766,"meter reading, in neighborhood",Electricity,Low,2025-10-12 10:05:12,Pending
CF-168767,"fuse blown, in apartment complex",Electricity,High,2024-08-10 15:28:58,In Progress
CF-168768,"name transfer, in commercial area",Electricity,Low,2024-09-08 15:20:05,Closed
CF-168769,"sewage backup, in neighborhood, urgent attention required",Waste-Water/Sewage,High,2024-11-21 05:56:32,Resolved
CF-168770,"no power days, in old city",Electricity,High,2025-06-11 03:00:04,Pending
CF-168771,"pipeline repair, in residential area",Water Supply,Low,2025-09-13 10:46:50,Resolved
CF-168772,"cleaning schedule, in commercial area",Waste-Water/Sewage,Low,2024-03-18 21:33:04,Closed
CF-168773,"meter installation, near railway station",Water Supply,Low,2025-06-11 09:48:09,Closed
CF-168774,"power backup, in gated community",Electricity,Low,2024-04-26 09:33:23,Closed
CF-168775,"continuous outages, in neighborhood",Electricity,High,2025-10-05 21:16:22,Pending
CF-168776,"street cleaning, in industrial zone",Waste-Water/Sewage,Low,2025-02-11 08:36:49,Resolved
CF-168777,"collection timing, near school",Waste-Water/Sewage,Low,2025-07-14 12:37:54,Pending
CF-168778,"garbage collection, in slum area",Waste-Water/Sewage,Low,2024-03-22 20:08:53,Resolved
CF-168779,"garbage heap, in industrial zone, urgent attention required",Waste-Water/Sewage,High,2024-12-02 00:19:58,Resolved
CF-168780,"power failure affecting, in neighborhood",Electricity,High,2025-10-08 20:08:17,Pending
CF-168781,"connection shift, in commercial area",Electricity,Low,2024-07-31 07:34:44,Pending
CF-168782,"pipeline repair, in market area",Water Supply,Low,2024-03-31 13:01:10,Closed
CF-168783,"short circuit, near school, urgent attention required",Electricity,High,2024-05-31 20:57:01,In Progress
CF-168784,"waste segregation, in old city",Waste-Water/Sewage,Low,2024-06-30 15:01:58,Pending
CF-168785,"mosquito breeding, in market area, urgent attention required",Waste-Water/Sewage,High,2024-08-20 07:08:39,Resolved
CF-168786,"tanker request, near railway station",Water Supply,Low,2024-03-02 03:19:24,Resolved
CF-168787,"water crisis, near hospital",Water Supply,High,2024-06-29 14:24:00,Resolved
CF-168788,"brown water, in old city, urgent attention required",Water Supply,High,2024-02-27 00:29:52,Resolved
CF-168789,"pipeline burst, in slum area",Water Supply,High,2025-04-24 05:20:44,In Progress
CF-168790,"payment not reflected, near hospital",Electricity,Low,2024-12-29 01:47:03,Pending
CF-168791,"bin replacement, in industrial zone",Waste-Water/Sewage,Low,2025-05-24 03:10:13,Resolved
CF-168792,"street cleaning, near railway station",Waste-Water/Sewage,Low,2025-10-27 13:06:37,Pending
CF-168793,"collection missed, in apartment complex",Waste-Water/Sewage,Low,2025-04-29 00:33:19,Resolved
CF-168794,"collection frequency, near temple",Waste-Water/Sewage,Low,2024-01-02 14:40:14,Closed
CF-168795,"waste accumulation, near bus stand",Waste-Water/Sewage,High,2024-02-04 01:59:34,In Progress
CF-168796,"flickering lights, in commercial area",Electricity,Low,2025-01-30 01:56:27,Pending
CF-168797,"fuse blown, in old city",Electricity,High,2025-04-06 20:25:39,Resolved
CF-168798,"street cleaning, in slum area",Waste-Water/Sewage,Low,2024-05-24 10:22:58,Pending
CF-168799,"tanker needed, near hospital, urgent attention required",Water Supply,High,2025-02-05 15:22:48,Resolved
CF-168800,"waste segregation, in neighborhood",Waste-Water/Sewage,Low,2024-04-18 20:12:04,Resolved
CF-168801,"medical issue, in apartment complex",Water Supply,High,2025-04-28 16:42:47,Resolved
CF-168802,"bin replacement, near school",Waste-Water/Sewage,Low,2024-07-18 06:26:23,Resolved
CF-168803,"no water pump, near railway station, urgent attention required",Water Supply,High,2024-08-09 05:56:59,Pending
CF-168804,"transformer failure, near hospital",Electricity,High,2024-05-19 12:52:34,In Progress
CF-168805,"fuse blown, in our locality",Electricity,High,2025-12-31 14:57:50,In Progress
CF-168806,"emergency supply, near school, urgent attention required",Water Supply,High,2024-09-09 14:25:34,Resolved
CF-168807,"main leak, near railway station, urgent attention required",Water Supply,High,2024-10-28 21:42:05,Resolved
CF-168808,"wire Fallen, in our locality, urgent attention required",Electricity,High,2025-11-24 04:08:24,Resolved
CF-168809,"complete darkness, near temple",Electricity,High,2025-05-25 13:52:14,Resolved
CF-168810,"waste accumulation, near railway station",Waste-Water/Sewage,High,2024-02-24 11:56:03,Resolved
CF-168811,"spark explosion, in old city, urgent attention required",Electricity,High,2024-03-15 00:46:19,In Progress
CF-168812,"power failure affecting, in apartment complex",Electricity,High,2024-07-26 12:00:01,In Progress
CF-168813,"garbage heap, near railway station, urgent attention required",Waste-Water/Sewage,High,2024-09-13 07:27:15,Pending
CF-168814,"contaminated water, near railway station, urgent attention required",Water Supply,High,2024-02-28 10:20:02,Pending
CF-168815,"bin location, in apartment complex",Waste-Water/Sewage,Low,2024-04-09 23:20:20,Pending
CF-168816,"bill correction, in neighborhood",Electricity,Low,2024-12-30 00:59:46,Pending
CF-168817,"drinking water unsafe, in our locality",Water Supply,High,2025-04-04 22:32:18,Resolved
CF-168818,"payment issue, near hospital",Electricity,Low,2025-07-10 03:22:39,Closed
CF-168819,"meter reading, in colony",Electricity,Low,2024-10-23 06:43:29,Pending
CF-168820,"garbage not collected, in neighborhood",Waste-Water/Sewage,High,2025-08-21 15:18:53,In Progress
CF-168821,"fuse blown, near bus stand, urgent attention required",Electricity,High,2025-11-01 10:43:00,In Progress
CF-168822,"tank overflow, near hospital",Water Supply,High,2024-11-17 19:52:54,Pending
CF-168823,"garbage collection, in colony",Waste-Water/Sewage,Low,2024-12-03 13:52:19,Resolved
CF-168824,"pole down, near school",Electricity,High,2024-11-07 08:36:55,Pending
CF-168825,"water shortage, near school, urgent attention required",Water Supply,High,2024-05-22 20:42:09,Pending
CF-168826,"bin replacement, near temple",Waste-Water/Sewage,Low,2025-08-29 06:03:23,Closed
CF-168827,"generator needed, in market area",Electricity,Low,2025-09-30 19:46:11,Closed
CF-168828,"new connection, in gated community",Water Supply,Low,2025-01-09 02:11:57,Pending
CF-168829,"garbage collection, near school",Waste-Water/Sewage,Low,2024-07-26 18:08:13,Pending
CF-168830,"water crisis, near railway station, urgent attention required",Water Supply,High,2024-12-28 21:54:31,In Progress
CF-168831,"water bill, near hospital",Water Supply,Low,2024-07-24 03:37:09,Resolved
CF-168832,"connection shift, in our locality",Electricity,Low,2024-09-03 13:54:29,Closed
CF-168833,"bin replacement, in market area",Waste-Water/Sewage,Low,2024-08-25 10:47:09,Pending
CF-168834,"collection missed, near hospital",Waste-Water/Sewage,Low,2025-11-19 20:54:18,Pending
CF-168835,"bin location, in slum area",Waste-Water/Sewage,Low,2024-11-22 00:15:48,Closed
CF-168836,"bill dispute, in colony",Electricity,Low,2025-02-23 12:05:48,Closed
CF-168837,"tank overflow, near hospital, urgent attention required",Water Supply,High,2025-03-08 14:31:13,In Progress
CF-168838,"payment issue, in market area",Electricity,Low,2025-10-23 15:26:24,Closed
